,Unnamed: 0,category,headline,authors,link,short descr,date,labelexplain,VizEntailment,image_caption(s),image_link(s),OFAcaption,Headline,Short_descr,Image_Caption(s),OFACAPTION,headlineandshortdescr,shortdescrncaption,headlineandcaption,headlineandOFA,shortdescrandOFA,actualcaptionandOFA
99,99,WOMEN,Catt Sadler On The 'Dark Little Secret' We Need To Do Away With On Equal Pay Day,Alanna Vagianos,https://www.huffingtonpost.com/entry/catt-sadler-equal-pay-day_us_5ac7dacee4b0337ad1e8149a,The former E! News co-host spoke to HuffPost about her fight to end pay inequality and why more men need to get involved.,2018-04-09,,N,"Catt Sadler has become an advocate for equal pay. Here, she attends the 2018 Vanity Fair Oscar Party on March 4, 2018, in Beverly Hills, California.",https://img.huffingtonpost.com/asset/5ac7db582000002d00eb41bf.jpeg?cache=OMLMTSwszh&ops=crop_7_144_3593_1989%2Cscalefit_720_noupscale,a woman is standing in front of stairs,0.5213623,0.0030934236,0.4752013,0.0003429917,"('neutral', ' 0.75%')","('neutral', ' 0.68%')","('contradiction', ' 0.51%')","('contradiction', ' 0.62%')","('contradiction', ' 0.55%')","('contradiction', ' 0.83%')"
100,100,SPORTS,NHL Teams Honor Victims Of Canada's Junior Hockey Bus Crash,Nina Golgowski,https://www.huffingtonpost.com/entry/nhl-players-tribute-to-humboldt-players_us_5aca3990e4b0337ad1e93086,Teams in Canada and the United States came together as one to pay their respects to the young lives lost.,2018-04-08,,E,"The Winnipeg Jets and Chicago Blackhawks, wearing jerseys reading ""Broncos"" on their backs, observe a minute of silence for the Humbolt Broncos on Saturday.",https://img.huffingtonpost.com/asset/5aca3fa31f0000260616ca07.jpeg?cache=ySO2bWZOFf&ops=scalefit_720_noupscale,a group of hockey players standing on the ice,0.095518164,0.32452968,0.48288608,0.09706604,"('neutral', ' 0.62%')","('contradiction', ' 0.70%')","('contradiction', ' 0.58%')","('contradiction', ' 0.87%')","('contradiction', ' 0.80%')","('contradiction', ' 0.79%')"
101,101,WOMEN,Woman Who Says Mormon Church Failed To Discipline Her Abuser Files Lawsuit,Carol Kuruvilla,https://www.huffingtonpost.com/entry/mckenna-denson-mormon-church-abuse-lawsuit_us_5ac68734e4b0337ad1e5f7f1,McKenna Denson says the president of a Mormon missionary training center raped her in 1984.,2018-04-06,,N,"McKenna Denson, who is filing suit against the Church of Jesus Christ of Latter-day Saints, at a news conference on April 5, 2018, in Salt Lake City.",https://img.huffingtonpost.com/asset/5ac69faf1e0000fb077b0b94.jpeg?cache=5Pb2F0NTzw&ops=scalefit_720_noupscale,a woman in a plaid jacket talking into a microphone,0.1597197,0.094853066,0.7426711,0.002756166,"('contradiction', ' 0.57%')","('neutral', ' 0.60%')","('contradiction', ' 0.81%')","('contradiction', ' 0.82%')","('contradiction', ' 0.76%')","('contradiction', ' 0.90%')"
102,102,SPORTS,New England Patriots Player And Assistant Help Thwart School Shooting Threat,Rebecca Shapiro,https://www.huffingtonpost.com/entry/new-england-patriots-player-and-assistant-help-thwart-school-shooting-threat_us_5ac5703ce4b056a8f598171b,"See something, say something.",2018-04-05,,N,"Julian Edelman and his assistant, Shannen Moen, were quick to act when they became aware of a threatening message posted to Edelman's Instagram account.",https://img.huffingtonpost.com/asset/5ac570be1e00008e0b7b09f7.jpeg?cache=jmltYWfeXD&ops=scalefit_720_noupscale,a man in a white football uniform standing on a field,0.017533999,6.805678E-07,0.9822044,0.00026084328,"('entailment', ' 0.62%')","('neutral', ' 0.64%')","('neutral', ' 0.59%')","('contradiction', ' 0.63%')","('contradiction', ' 0.38%')","('contradiction', ' 0.61%')"
103,103,SPORTS,Coach Affiliated With USA Water Polo Charged With Sexually Abusing Underage Athletes,Alanna Vagianos,https://www.huffingtonpost.com/entry/coach-affiliated-with-usa-water-polo-charged-with-sexually-abusing-underage-athletes_us_5ac63318e4b0aacd15b92df3,Bahram Hojreh allegedly molested seven girls while working as a coach in California.,2018-04-05,There is no info in pic that australia and USA are playing in London. the only thing is women's competitioin and that it is a water competition hence it is not contradcition,N,"Australia and USA compete in the Visa Water Polo International Women's competition in London, England, on Mary 4, 2012.",https://img.huffingtonpost.com/asset/5ac63b231e00003b137b0b27.jpeg?cache=rsu91z1DmT&ops=crop_8_263_4180_2481%2Cscalefit_720_noupscale,two people in the water playing with a ball,0.0028720794,3.0595584E-07,0.9967964,0.00033117368,"('contradiction', ' 0.73%')","('contradiction', ' 0.98%')","('contradiction', ' 0.74%')","('contradiction', ' 0.70%')","('contradiction', ' 0.65%')","('contradiction', ' 0.90%')"
104,104,SPORTS,USA Taekwondo Coach Banned From Sport Over Sexual Assault Accusations,Alanna Vagianos,https://www.huffingtonpost.com/entry/usa-taekwondo-coach-jean-lopez-banned_us_5ac671ace4b07a3485e25591,Jean Lopez has been accused of sexually abusing at least four female taekwondo athletes.,2018-04-05,,E,"Coach Jean Lopez (left) and his brother Steven Lopez celebrate winning the bronze medal in the men's 80KG taekwondo competition in the Beijing Olympic Games on Aug. 22, 2008.",https://img.huffingtonpost.com/asset/5ac673f31e00003b137b0b76.jpeg?cache=lmH69pY0Ry&ops=crop_5_109_2685_1711%2Cscalefit_720_noupscale,two men in blue and white uniforms are holding their arms in the air,0.0049096663,0.4257436,0.56921476,0.00013193631,"('neutral', ' 0.37%')","('neutral', ' 0.89%')","('neutral', ' 0.79%')","('contradiction', ' 0.80%')","('contradiction', ' 0.64%')","('contradiction', ' 0.73%')"
105,105,SPORTS,The Plot To Put Amateurism And The NCAA In The Past,Travis Waldron,https://www.huffingtonpost.com/entry/historical-basketball-league-ncaa_us_5ac243dae4b0f112dc9deb5c,College basketball -- played by (honest) professionals. Just like the olden days.,2018-04-02,,N,Villanova Wildcats guard Phil Booth shoots against Kansas Jayhawks center Udoka Azubuike during the first half of their Final Four matchup on Saturday. Villanova won to advance to Monday night's championship game.,https://img.huffingtonpost.com/asset/5ac248d71e000008087b0563.jpeg?cache=8GoorydOcq&ops=scalefit_720_noupscale,a basketball player is in the air,0.017502628,0.017830279,0.9634147,0.0012524051,"('neutral', ' 0.56%')","('neutral', ' 0.54%')","('contradiction', ' 0.60%')","('contradiction', ' 0.81%')","('contradiction', ' 0.75%')","('contradiction', ' 0.80%')"
106,106,SPORTS,Police Arrest Larry Nassar's Former Michigan State University Boss,"Reuters Staff, Reuters",https://www.huffingtonpost.com/entry/police-arrest-larry-nassars-former-michigan-state-university-boss_us_5aba4024e4b008c9e5fb6c9a,"William Strampel faces multiple charges, the specifics of which are still unknown.",2018-03-27,"Although there is not information in the picture itself that it is the second hearing, we put entailment because he is wearing an orange jumpsuit",E,Former USA Gymnastics team doctor and Michigan State University trainer Larry Nassar during his second sentence hearing on child sexual abuse charges. ,https://img.huffingtonpost.com/asset/5aba41151f0000260616b96a.jpeg?cache=eL6uTglKJV&ops=crop_0_47_3500_2004%2Cscalefit_720_noupscale,a man in an orange shirt is sitting in a chair,0.011398783,0.00038804286,0.98819333,1.9957779E-05,"('contradiction', ' 0.38%')","('contradiction', ' 0.78%')","('neutral', ' 0.62%')","('contradiction', ' 0.70%')","('contradiction', ' 0.67%')","('contradiction', ' 0.74%')"
107,107,WOMEN,Evil Eye Gloves Are The New Pussy Hats At The March For Our Lives,"Alexandra Mondalek, Yahoo Lifestyle",https://www.huffingtonpost.com/entry/evil-eye-gloves-march-for-our-lives_us_5ab53a20e4b0decad049ba70,The evil eye gloves are perhaps less obvious in their symbolism.,2018-03-23,,E,"Women knit “pussy hats” at the XXX panel during Politicon at Pasadena Convention Center on July 30, 2017, in Pasadena, Calif.",https://img.huffingtonpost.com/asset/5ab53aa92000002d00eb2d7a.jpeg?ops=scalefit_720_noupscale,a group of women sitting in chairs working on knitting,1.6026675E-05,1.8722882E-07,0.9946471,0.005336655,"('entailment', ' 0.55%')","('contradiction', ' 0.92%')","('neutral', ' 0.53%')","('contradiction', ' 0.67%')","('contradiction', ' 0.68%')","('contradiction', ' 0.82%')"
108,108,WOMEN,Former Mormon Missionary Center Leader Accused Of Sexual Assault,Carol Kuruvilla,https://www.huffingtonpost.com/entry/former-mormon-missionary-center-leader-accused-of-sexual-assault_us_5ab3d179e4b008c9e5f51560,A 55-year-old woman claims she was assaulted at a missionary training center in 1984.,2018-03-22,,C,A woman has accused a former Mormon missionary training center president of sexually assaulting her in 1984.,https://img.huffingtonpost.com/asset/5ab4229c1e00008e0b7af77e.jpeg?cache=ATaGsKbUy8&ops=scalefit_720_noupscale,a person holding a bible in their hands,0.0019765967,0.001811552,0.0007481109,0.9954638,"('neutral', ' 0.78%')","('neutral', ' 0.98%')","('neutral', ' 0.84%')","('contradiction', ' 0.87%')","('contradiction', ' 0.83%')","('contradiction', ' 0.86%')"
109,109,SPORTS,"First Player Of Color In The NHL, The Son Of Chinese Immigrants, Dies At 94",Kimberly Yam,https://www.huffingtonpost.com/entry/larry-kwong-nhl-dead_us_5ab26909e4b0decad045ec8e,Larry Kwong fought racism and discrimination throughout his journey to the professional leagues.,2018-03-21,,N,"Hockey player Larry Kwong was the best scorer in the New York Rovers farm team, but was only given one minute of play when he made it to the NHL.",https://img.huffingtonpost.com/asset/5ab299911e00008e0b7af58a.png?ops=scalefit_720_noupscale,a picture of a young man in a hockey game,0.031249218,0.0026257713,0.95838207,0.0077429013,"('neutral', ' 0.74%')","('neutral', ' 0.83%')","('neutral', ' 0.93%')","('contradiction', ' 0.65%')","('contradiction', ' 0.64%')","('contradiction', ' 0.67%')"
110,110,WOMEN,"In 'Margaritaville,' Broadway's Lisa Howard Finds Strength And Self-Worth",Curtis M. Wong,https://www.huffingtonpost.com/entry/lisa-howard-broadway-escape-to-margaritaville_us_5aa9865be4b0f4aaa11334c9,The star of Jimmy Buffett's new musical is proud not to fit into anyone else's mold.,2018-03-21,,E,"Lisa Howard plays a beleaguered bride-to-be in ""Escape to Margaritaville,"" which opened March 15 in New York.",https://img.huffingtonpost.com/asset/5aa986952000002d00eb1ebf.jpeg?cache=NccGCXSSFh&ops=scalefit_720_noupscale,a woman singing on a stage with other dancers,0.37061265,0.007651551,0.62151706,0.00021861005,"('contradiction', ' 0.63%')","('contradiction', ' 0.84%')","('neutral', ' 0.66%')","('contradiction', ' 0.75%')","('contradiction', ' 0.80%')","('contradiction', ' 0.90%')"
111,111,WOMEN,"Women Of All Ages Support Me Too, But More Younger Women Worry About Fallout",Alanna Vagianos,https://www.huffingtonpost.com/entry/women-of-all-ages-support-me-too-but-more-younger-women-worry-about-fallout_us_5ab13ff5e4b05825ccb16835,A new survey from Vox and Morning Consult found that women of all ages support the movement against sexual harassment and assault.,2018-03-20,,E,"Women participate in a protest march for survivors of sexual violence in Los Angeles, California, on Nov. 12, 2017.",https://img.huffingtonpost.com/asset/5ab14a142000003800eb2793.jpeg?cache=oz82LhXrGZ&ops=crop_0_347_5066_2952%2Cscalefit_720_noupscale,a woman holding a sign with a me too sign,0.004686124,0.07203497,0.0350487,0.88823026,"('neutral', ' 0.87%')","('neutral', ' 0.95%')","('neutral', ' 0.92%')","('contradiction', ' 0.70%')","('contradiction', ' 0.57%')","('contradiction', ' 0.76%')"
112,112,WOMEN,Polish Women Protest Catholic Bishops' Intervention In Abortion Debate,Carol Kuruvilla,https://www.huffingtonpost.com/entry/polish-women-abortion-protest-catholic-bishops_us_5ab00be5e4b00549ac7e3525,Hundreds gathered this weekend to oppose a law that would further restrict reproductive rights in Poland.,2018-03-20,,E,"Women protest a stricter anti-abortion measure in front of archdiocese headquarters in Krakow, Poland, on March 18, 2018.",https://img.huffingtonpost.com/asset/5ab019942000003800eb25e4.jpeg?ops=scalefit_720_noupscale,a group of people protesting with signs and megaphones,0.3162202,0.08758553,0.59482944,0.0013648003,"('neutral', ' 0.83%')","('neutral', ' 0.78%')","('neutral', ' 0.78%')","('contradiction', ' 0.73%')","('contradiction', ' 0.71%')","('contradiction', ' 0.94%')"
113,113,SPORTS,Martina Navratilova: John McEnroe Made Far More For Wimbledon Commentary,Ron Dicker,https://www.huffingtonpost.com/entry/martina-navratilova-john-mcenroe-wimbledon_us_5aafc0f6e4b0c33361b27c1c,"""It was a shock,"" the tennis great says in a gender pay-gap documentary.",2018-03-19,,E,"Martina Navratilova, pictured left with Chris Evert and John McEnroe in 2012, said she was told by the BBC that her pay was comparable to McEnroe's.",https://img.huffingtonpost.com/asset/5aafcc6c1e000008087af1a4.jpeg?ops=scalefit_720_noupscale,two women and a man standing next to each other,0.0062044086,5.3368E-05,0.99374217,1.6573434E-08,"('neutral', ' 0.79%')","('neutral', ' 0.65%')","('neutral', ' 0.73%')","('contradiction', ' 0.68%')","('contradiction', ' 0.64%')","('contradiction', ' 0.87%')"
114,114,SPORTS,Larry Nassar's Longtime Boss Reportedly Said In 2016 That He Thought Victims Were Lying,Alanna Vagianos,https://www.huffingtonpost.com/entry/larry-nassar-longtime-boss-william-strampel-victims-were-lying_us_5aafcd4ae4b00549ac7d8876,"""Patients lie to get doctors in trouble,"" the former dean of MSU's College of Osteopathic Medicine allegedly said.",2018-03-19,,N,"Larry Nassar stands during his third sentencing hearing on Feb. 5 in Charlotte, Michigan. His former boss reportedly said in 2016 that he didn't believe the athletes who had accused Nassar of sexual abuse.",https://img.huffingtonpost.com/asset/5aafd0081e00008e0b7af1af.jpeg?cache=8k2ZW8Bx2r&ops=crop_0_183_2989_1771%2Cscalefit_720_noupscale,a man wearing glasses and a orange shirt,0.08644974,5.2916792E-05,0.9031564,0.010340952,"('neutral', ' 0.60%')","('neutral', ' 0.67%')","('neutral', ' 0.73%')","('contradiction', ' 0.67%')","('contradiction', ' 0.73%')","('contradiction', ' 0.71%')"
115,115,WOMEN,Muslim Women Forced To Remove Hijab For Mugshots File Civil Rights Lawsuit,Carol Kuruvilla,https://www.huffingtonpost.com/entry/muslim-women-hijab-nypd-mugshots-lawsuit_us_5aafe91ce4b0e862383a206b,"When New York police took a photo of her without a headscarf, plaintiff Jamilla Clark said, ""I felt as if I were naked.""",2018-03-19,,C,Jamilla Clark and Arwa Aziz say the New York Police Department's policy requiring women to remove religious head coverings for booking photos violates their civil rights.,https://img.huffingtonpost.com/asset/5ab0058f1e000057107af232.jpeg?cache=gZW8dMaruX&ops=scalefit_720_noupscale,a police car with the word nypd on it,0.0030593465,0.00014502017,0.04737028,0.9494254,"('contradiction', ' 0.76%')","('neutral', ' 0.68%')","('neutral', ' 0.87%')","('contradiction', ' 0.84%')","('contradiction', ' 0.80%')","('contradiction', ' 0.78%')"
116,116,SPORTS,Michigan Stuns Houston With Wild Buzzer Beater In NCAA Tournament,"Jason Owens, Yahoo Sports",https://www.huffingtonpost.com/entry/michigan-houston-ncaa-tournament_us_5aade963e4b05b2217ff51cb,Freshman Jordan Poole hit a desperation three pointer as time expired to secure a 64-63 win.,2018-03-18,,E,Jordan Poole and teammates celebrate Poole's 3-point buzzer beater for a 64-63 win as Devin Davis of the Houston Cougars is seen on the ground.,https://img.huffingtonpost.com/asset/5aae107d1f0000180316ab20.jpeg?ops=scalefit_720_noupscale,a group of men playing a game of basketball,0.0843906,0.0045699375,0.9110371,2.3973275E-06,"('contradiction', ' 0.84%')","('neutral', ' 0.62%')","('neutral', ' 0.67%')","('contradiction', ' 0.66%')","('contradiction', ' 0.55%')","('contradiction', ' 0.56%')"
117,117,WOMEN,Survivor Calls For Change In How Churches Respond To Abuse Allegations,Carol Kuruvilla,https://www.huffingtonpost.com/entry/survivor-calls-for-change-in-how-churches-respond-to-abuse-allegation_us_5aa6cd30e4b03c9edfae8d6e,"""The church should have been the first group to stand up and say, ‘We will not allow this.’”",2018-03-13,,E,Jules Woodson is filmed in an op-ed video by The New York Times reacting to an apology issued by Andy Savage.,https://img.huffingtonpost.com/asset/5aa6f5a2200000d30ceb173c.jpeg?cache=FWcNDNacpr&ops=scalefit_720_noupscale,a woman standing in front of a video screen,0.94139236,0.0054365215,0.012842898,0.04032822,"('contradiction', ' 0.78%')","('neutral', ' 0.53%')","('contradiction', ' 0.78%')","('contradiction', ' 0.81%')","('contradiction', ' 0.67%')","('contradiction', ' 0.80%')"
118,118,SPORTS,MLB's José Altuve Not Remotely Intimidated By President Trump During WH Visit,Andy McDonald,https://www.huffingtonpost.com/entry/jose-altuve-is-not-remotely-intimidated-by-president-trump_us_5aa6e6b5e4b087e5aaece10c,The Astros second baseman appeared stone-faced through most of the visit.,2018-03-12,,E,Houston Astros second baseman José Altuve watches President Donald Trump during a celebration of his team's World Series victory in the East Room of the White House on Monday.,https://img.huffingtonpost.com/asset/5aa6e7ba200000d30ceb1720.jpeg?cache=2pSr23rixA&ops=scalefit_720_noupscale,two men standing next to each other wearing suits and ties,0.4634223,5.0018584E-06,0.53657126,1.453615E-06,"('contradiction', ' 0.93%')","('contradiction', ' 0.76%')","('contradiction', ' 0.52%')","('contradiction', ' 0.69%')","('contradiction', ' 0.71%')","('contradiction', ' 0.69%')"
119,119,SPORTS,NBA Star Reveals Struggle With Panic Attacks And How Men 'Suffer Silently',Carla Herreria,https://www.huffingtonpost.com/entry/kevin-love-panic-attacks-essay_us_5a9f13f8e4b002df2c5e8f20,Kevin Love of the Cavaliers wants men to know that it's OK to talk about mental health.,2018-03-07,,N,Kevin Love of the Cleveland Cavaliers wrote of his first panic attack in the middle of a basketball game -- and how the episode changed the way he views mental health.,https://img.huffingtonpost.com/asset/5a9f18ba1f00002c00169619.jpeg?cache=yHvflSo6wm&ops=scalefit_720_noupscale,a basketball player is standing in a crowd,0.0025440243,0.299671,0.6977374,4.761596E-05,"('neutral', ' 0.59%')","('neutral', ' 0.88%')","('neutral', ' 0.86%')","('contradiction', ' 0.81%')","('contradiction', ' 0.78%')","('contradiction', ' 0.75%')"
120,120,SPORTS,People Sent A Lot Of Racist Email To UCLA After 3 Athletes Were Arrested In China,Travis Waldron,https://www.huffingtonpost.com/entry/ucla-racist-emails-basketball-players_us_5a9d74c2e4b0479c0255bea2,“3 JERKS — DISGRACED THE COLLEGE — OUR COUNTRY AND THEIR RACE!” read one typical email.,2018-03-06,,E,"Cody Riley (left), LiAngelo Ball and Jalen Hill speak at a Nov. 15, 2017, press conference at UCLA after flying back from China.",https://img.huffingtonpost.com/asset/5a9d83591e000017087ad8e5.jpeg?ops=scalefit_720_noupscale,three young men sitting at a table with a microphone,0.0023026192,2.491582E-07,0.99762964,6.74739E-05,"('contradiction', ' 0.39%')","('contradiction', ' 0.51%')","('contradiction', ' 0.53%')","('contradiction', ' 0.73%')","('contradiction', ' 0.62%')","('contradiction', ' 0.62%')"
121,121,SPORTS,"Roger Bannister, First Man To Run Mile In Under 4 Minutes, Dies At 88",,https://www.huffingtonpost.com/entry/roger-bannister-dies_us_5a9c01a4e4b0a0ba4ad442c7,Roger Bannister made headlines around the world at 25 when he ran a mile in 3 minutes and 59.4 seconds.,2018-03-04,,N,"ir Roger was a 25-year-old Oxford University medical student when he recorded a time of 3mins 59.4 secs for the mile on May 6, 1954.",https://img.huffingtonpost.com/asset/5a9c04af1e000017087ad689.jpeg?ops=scalefit_720_noupscale,a man in a suit walking on a race track,0.7370316,0.16179691,0.09399088,0.007180595,"('neutral', ' 0.47%')","('neutral', ' 0.60%')","('neutral', ' 0.64%')","('contradiction', ' 0.75%')","('contradiction', ' 0.80%')","('contradiction', ' 0.73%')"
122,122,SPORTS,Aly Raisman Sues U.S. Olympic Committee For Silence On Larry Nassar,Willa Frej,https://www.huffingtonpost.com/entry/aly-raisman-sues-us-olympic-committee_us_5a993edbe4b089ec35393b79,"""I refuse to wait any longer for these organizations to do the right thing.""",2018-03-02,,E,"Olympic gold medalist Aly Raisman has filed a lawsuit against the U.S. Olympic Committee. Here, she speaks at the sentencing hearing for Larry Nassar, a former team USA Gymnastics doctor, in Lansing, Michigan, Jan. 19.",https://img.huffingtonpost.com/asset/5a9947f91e0000fb077ad490.jpeg?ops=scalefit_720_noupscale,a woman standing in front of a microphone,0.10076761,1.1114184E-08,0.8992324,7.86352E-10,"('contradiction', ' 0.78%')","('contradiction', ' 0.71%')","('neutral', ' 0.76%')","('contradiction', ' 0.82%')","('contradiction', ' 0.77%')","('contradiction', ' 0.80%')"
123,123,SPORTS,"Even By LeBron James' Standards, This Move Was Mind-Blowing",Ron Dicker,https://www.huffingtonpost.com/entry/even-by-lebron-james-standards-this-basket-is-mind-blowing_us_5a99233de4b089ec353914f5,"""MY GAAAAAWD""",2018-03-02,,E,"LeBron James, pictured against the Philadelphia 76ers on Thursday, caught the attention of the internet with one move in particular.",https://img.huffingtonpost.com/asset/5a992b401f00005200168edf.jpeg?ops=scalefit_720_noupscale,a group of men playing a game of basketball,0.28210628,0.00016091514,0.7128742,0.0048586307,"('contradiction', ' 0.40%')","('contradiction', ' 0.79%')","('neutral', ' 0.90%')","('contradiction', ' 0.53%')","('contradiction', ' 0.61%')","('contradiction', ' 0.63%')"
